Date,Close,High,Low,Open,Volume,Adj Close,Daily_Return,MA_20,MA_50,MA_200,Volatility_20,Year,Month,Day_of_Week,Quarter
06-02-2018,125.38,126.55,125.22,126.54,17672500,125.38,-104.9642365,126.75,123.54,121.53,68.5954111,2018,2,1,1
07-02-2018,124.79,125.77,124.41,125.48,8558500,124.79,-47.0566558,126.75,123.59,121.55,68.6233331,2018,2,2,1
08-02-2018,124.98,125.44,124.51,124.92,7343600,124.98,15.2257745,126.75,123.63,121.57,68.4919205,2018,2,3,1
09-02-2018,124.77,125.14,124.39,124.65,14140700,124.77,-16.8032252,126.71,123.67,121.59,68.13995440000001,2018,2,4,1
12-02-2018,125.37,125.82,125.11,125.19,6984900,125.37,48.0889733,126.63,123.74,121.61,62.9207693,2018,2,0,1
13-02-2018,126.08,126.18,125.52,125.67,5321300,126.08,56.63229389999999,126.58,123.84,121.64,64.3038451,2018,2,1,1
14-02-2018,128.23,128.59,126.29,126.47,16416400,128.23,170.5261632,126.68,123.97,121.68,72.5427196,2018,2,2,1
15-02-2018,128.38,128.57,127.94,128.43,7276500,128.38,11.698445,126.81,124.12,121.73,72.18360799999999,2018,2,3,1
16-02-2018,127.96,128.7,127.57,128.3,7956900,127.96,-32.7158266,126.89,124.27,121.78,72.3155108,2018,2,4,1
20-02-2018,126.24,127.4,126.04,127.28,11148700,126.24,-134.41710170000002,126.87,124.39,121.82,78.759343,2018,2,1,1
21-02-2018,125.66,126.76,125.44,126.36,7908800,125.66,-45.9437747,126.78,124.54,121.87,78.3992492,2018,2,2,1
22-02-2018,126.3,126.37,125.88,125.92,5346300,126.3,50.9310338,126.66,124.69,121.92,73.7811021,2018,2,3,1
23-02-2018,126.14,126.3,125.85,126.06,4239700,126.14,-12.668539800000001,126.57,124.85,121.97,72.5591017,2018,2,4,1
26-02-2018,126.45,126.62,126.18,126.45,3194300,126.45,24.5756747,126.49,125.02,122.02,72.83486529999999,2018,2,0,1
27-02-2018,125.13,126.15,124.59,126.06,7082300,125.13,-104.389065,126.37,125.14,122.06,75.3326257,2018,2,1,1
28-02-2018,125.0,125.46,124.81,125.09,4534900,125.0,-10.388976,126.28,125.26,122.1,74.89392860000001,2018,2,2,1
01-03-2018,124.72,125.31,123.58,124.15,12910100,124.72,-22.3999023,126.14,125.37,122.14,72.89161320000001,2018,3,3,1
02-03-2018,125.39,125.69,124.97,125.67,9994300,125.39,53.7201862,126.0,125.49,122.18,73.7009439,2018,3,4,1
05-03-2018,125.18,125.48,124.96,125.35,5778300,125.18,-16.7476741,125.94,125.59,122.21,68.0488573,2018,3,0,1
06-03-2018,126.53,126.96,126.13,126.2,8676800,126.53,107.8445815,125.93,125.72,122.24,72.3255082,2018,3,1,1
07-03-2018,125.72,126.29,125.42,126.22,5158700,125.72,-64.0162465,125.95,125.83,122.28,69.7451149,2018,3,2,1
08-03-2018,125.42,125.7,125.13,125.69,3474900,125.42,-23.8627942,125.98,125.92,122.3,69.0834471,2018,3,3,1
09-03-2018,125.54,125.69,124.78,124.94,5066800,125.54,9.568071100000001,126.01,125.99,122.34,69.0412192,2018,3,4,1
12-03-2018,125.54,125.57,124.84,125.04,2884300,125.54,0.0,126.05,126.06,122.37,68.89653460000001,2018,3,0,1
13-03-2018,125.78,125.99,125.05,125.67,4798300,125.78,19.1172425,126.07,126.12,122.4,68.2064147,2018,3,1,1
14-03-2018,125.7,125.76,125.34,125.49,3777000,125.7,-6.3604573,126.05,126.16,122.42,66.9872315,2018,3,2,1
15-03-2018,124.9,125.21,124.72,125.12,6130100,124.9,-63.643233200000005,125.88,126.15,122.45,54.7149749,2018,3,3,1
16-03-2018,124.6,124.87,124.21,124.84,7402200,124.6,-24.019459400000002,125.69,126.15,122.47,54.4484868,2018,3,4,1
19-03-2018,124.87,125.16,124.42,124.57,4335400,124.87,21.6696851,125.54,126.14,122.49,54.862646299999994,2018,3,0,1
20-03-2018,124.31,124.55,123.96,124.41,3399400,124.31,-44.847055000000005,125.44,126.12,122.5,47.5134037,2018,3,1,1
21-03-2018,126.48,126.76,125.03,125.4,12532000,126.48,174.56406090000002,125.48,126.14,122.52,61.6322669,2018,3,2,1
22-03-2018,125.98,126.34,125.64,126.09,5298700,125.98,-39.5319408,125.47,126.17,122.54,61.281412700000004,2018,3,3,1
23-03-2018,127.61,128.06,127.61,127.82,12025900,127.61,129.3853953,125.54,126.22,122.56,67.7587999,2018,3,4,1
26-03-2018,128.28,128.58,128.01,128.05,6169800,128.28,52.5035785,125.63,126.27,122.6,68.4457942,2018,3,0,1
27-03-2018,127.49,127.62,127.05,127.23,6180700,127.49,-61.5841069,125.75,126.29,122.63,65.365932,2018,3,1,1
28-03-2018,125.73,126.61,125.51,126.48,10254900,125.73,-138.0496146,125.79,126.26,122.66,73.1811908,2018,3,2,1
29-03-2018,125.79,125.81,125.31,125.42,7102000,125.79,4.7719365,125.84,126.25,122.69,72.93339490000001,2018,3,3,1
02-04-2018,127.26,127.54,126.38,126.65,11421100,127.26,116.86153189999999,125.94,126.28,122.72,76.4565315,2018,4,0,2
03-04-2018,126.3,126.59,126.01,126.54,6083700,126.3,-75.4360418,125.99,126.28,122.76,78.5412764,2018,4,1,2
04-04-2018,126.45,127.53,126.32,127.5,7488300,126.45,11.876001,125.99,126.27,122.79,74.75119289999999,2018,4,2,2
05-04-2018,125.8,126.08,125.43,125.45,5333000,125.8,-51.4032354,125.99,126.24,122.83,74.2345635,2018,4,3,2
06-04-2018,126.39,126.6,126.13,126.57,6121200,126.39,46.899548800000005,126.04,126.19,122.87,74.6932208,2018,4,4,2
09-04-2018,126.82,126.86,126.23,126.45,4189900,126.82,34.0217032,126.1,126.17,122.91,74.9867149,2018,4,0,2
10-04-2018,127.12,127.31,126.67,127.02,5268800,127.12,23.6558155,126.18,126.15,122.95,75.0845576,2018,4,1,2
11-04-2018,128.11,129.47,127.78,128.09,12348600,128.11,77.8789996,126.3,126.17,123.0,76.7348793,2018,4,2,2
12-04-2018,126.62,127.34,126.47,127.25,8141300,126.62,-116.30613199999999,126.35,126.16,123.04,81.7052363,2018,4,3,2
13-04-2018,127.45,127.75,127.03,127.07,6821300,127.45,65.5500066,126.47,126.16,123.08,81.1842877,2018,4,4,2
16-04-2018,127.63,128.05,127.57,127.74,4600000,127.63,14.1232098,126.62,126.15,123.13,80.7796045,2018,4,0,2
17-04-2018,127.75,127.78,127.0,127.02,4184100,127.75,9.4023936,126.77,126.18,123.17,80.7515249,2018,4,1,2
18-04-2018,127.85,128.54,127.75,128.32,6755600,127.85,7.8276692,126.95,126.2,123.22,79.6612204,2018,4,2,2
19-04-2018,127.6,127.88,127.13,127.81,8736100,127.6,-19.5541653,127.0,126.24,123.28,70.40086450000001,2018,4,3,2
20-04-2018,126.63,126.97,126.55,126.69,10403100,126.63,-76.01890540000001,127.03,126.28,123.33,72.059122,2018,4,4,2
23-04-2018,125.62,125.76,125.34,125.62,6921500,125.62,-79.7594984,126.93,126.29,123.38,67.773398,2018,4,0,2
24-04-2018,126.23,126.34,125.67,125.78,4733100,126.23,48.5591942,126.83,126.32,123.43,67.59468269999999,2018,4,1,2
25-04-2018,125.41,125.51,125.06,125.23,5985700,125.41,-64.96076,126.73,126.32,123.48,67.74006150000001,2018,4,2,2
26-04-2018,124.97,125.57,124.69,125.54,7517100,124.97,-35.0851151,126.69,126.3,123.53,60.9040837,2018,4,3,2
27-04-2018,125.5,125.62,125.17,125.2,5654000,125.5,42.410080300000004,126.68,126.25,123.57,61.7280756,2018,4,4,2
30-04-2018,124.59,125.2,124.19,124.41,9830600,124.59,-72.510252,126.54,126.17,123.62,57.04860000000001,2018,4,0,2
01-05-2018,123.71,123.98,123.39,123.9,7551600,123.71,-70.63145349999999,126.41,126.09,123.65,56.7699411,2018,5,1,2
02-05-2018,123.65,124.54,123.58,123.9,7614000,123.65,-4.8498552,126.27,126.03,123.68,56.5503702,2018,5,2,2
03-05-2018,124.28,124.76,124.24,124.66,4857400,124.28,50.9500401,126.2,126.01,123.72,57.3310807,2018,5,3,2
04-05-2018,124.54,124.65,124.0,124.1,5883600,124.54,20.9206742,126.1,125.97,123.75,56.3574037,2018,5,4,2
07-05-2018,124.57,124.7,124.3,124.5,3397500,124.57,2.4087666,125.99,125.94,123.78,55.577789499999994,2018,5,0,2
08-05-2018,124.59,124.95,123.79,124.14,5551100,124.59,1.6052534999999999,125.86,125.9,123.81,55.1168733,2018,5,1,2
09-05-2018,124.33,124.87,124.24,124.45,4405600,124.33,-20.8680082,125.68,125.89,123.83,51.1173711,2018,5,2,2
10-05-2018,125.18,125.37,124.75,125.22,5218400,125.18,68.3663204,125.6,125.89,123.86,48.4329185,2018,5,3,2
11-05-2018,125.0,125.59,124.94,125.57,4299200,125.0,-14.379318199999998,125.48,125.9,123.89,45.4588351,2018,5,4,2
14-05-2018,124.49,125.21,124.44,125.16,3753200,124.49,-40.8001709,125.32,125.88,123.91,45.6088628,2018,5,0,2
15-05-2018,122.48,122.82,122.13,122.82,10911900,122.48,-161.4583132,125.06,125.82,123.92,56.1127691,2018,5,1,2
16-05-2018,122.29,122.61,122.03,122.38,4943300,122.29,-15.5129357,124.78,125.74,123.93,55.7254163,2018,5,2,2
17-05-2018,122.36,122.43,122.04,122.23,7781300,122.36,5.7240735,124.52,125.67,123.94,56.07080330000001,2018,5,3,2
18-05-2018,122.41,122.65,122.01,122.05,6837100,122.41,4.0865521000000005,124.31,125.61,123.95,54.7642093,2018,5,4,2
21-05-2018,122.48,122.53,121.97,122.16,4126700,122.48,5.718462,124.15,125.55,123.96,52.8947676,2018,5,0,2
22-05-2018,122.41,122.74,122.34,122.7,4579600,122.41,-5.7151937,123.96,125.49,123.97,50.95309,2018,5,1,2
23-05-2018,122.54,122.74,122.11,122.14,7007300,122.54,10.6198227,123.82,125.42,123.98,49.8616145,2018,5,2,2
24-05-2018,123.59,123.82,123.08,123.1,8850100,123.59,85.6859323,123.75,125.38,124.0,53.990704199999996,2018,5,3,2
25-05-2018,123.21,123.7,123.21,123.66,7920700,123.21,-30.7466029,123.64,125.35,124.01,53.0502736,2018,5,4,2
29-05-2018,123.19,123.64,122.66,122.84,9013200,123.19,-1.6229724,123.57,125.32,124.02,50.9136233,2018,5,1,2
30-05-2018,123.37,123.61,123.17,123.17,4573700,123.37,14.6116001,123.55,125.29,124.02,48.6961838,2018,5,2,2
31-05-2018,123.1,123.78,123.1,123.26,7862500,123.1,-21.8857313,123.52,125.26,124.03,48.9107541,2018,5,3,2
01-06-2018,122.49,123.09,122.44,122.58,8059100,122.49,-49.553259,123.43,125.18,124.03,48.331368600000005,2018,6,4,2
04-06-2018,122.37,122.93,122.37,122.85,4345400,122.37,-9.7963196,123.32,125.11,124.04,47.8786821,2018,6,0,2
05-06-2018,122.85,123.23,122.28,122.55,6864200,122.85,39.2249503,123.24,125.02,124.04,49.021383,2018,6,1,2
06-06-2018,122.92,123.35,122.63,123.08,4083700,122.92,5.6979809,123.15,124.91,124.04,49.066991,2018,6,2,2
07-06-2018,122.86,123.15,122.69,122.96,3700700,122.86,-4.881025,123.08,124.82,124.04,48.9529238,2018,6,3,2
08-06-2018,123.01,123.12,122.91,123.08,3865700,123.01,12.2091425,122.97,124.76,124.05,45.994239300000004,2018,6,4,2
11-06-2018,123.23,123.42,123.02,123.1,3201200,123.23,17.8848237,122.88,124.71,124.05,46.3467608,2018,6,0,2
12-06-2018,122.82,123.18,122.64,122.95,7279600,122.82,-33.2714153,122.8,124.62,124.05,46.0878495,2018,6,1,2
13-06-2018,123.19,123.34,122.47,122.84,5867700,123.19,30.125610400000003,122.83,124.56,124.05,28.9363587,2018,6,2,2
14-06-2018,123.38,123.86,123.32,123.63,8015400,123.38,15.422908399999999,122.89,124.5,124.05,28.7246575,2018,6,3,2
15-06-2018,121.34,122.2,120.83,122.18,14537000,121.34,-165.34292109999998,122.84,124.41,124.03,47.6008936,2018,6,4,2
18-06-2018,121.11,121.44,120.99,121.35,3846000,121.11,-18.9546509,122.77,124.3,124.02,47.6717067,2018,6,0,2
19-06-2018,120.8,121.03,120.58,120.81,4925800,120.8,-25.5963634,122.69,124.18,123.99,47.8073036,2018,6,1,2
20-06-2018,120.26,120.81,120.16,120.79,4548500,120.26,-44.7020614,122.58,124.05,123.96,48.5500672,2018,6,2,2
21-06-2018,120.05,120.32,119.82,119.92,5681900,120.05,-17.4620889,122.46,123.89,123.92,48.3663192,2018,6,3,2
22-06-2018,120.34,120.4,120.1,120.21,4489400,120.34,24.1560415,122.29,123.76,123.89,43.6795089,2018,6,4,2
25-06-2018,119.89,120.23,119.83,120.0,9300200,119.89,-37.3937977,122.13,123.61,123.85,43.8448323,2018,6,0,2
26-06-2018,119.26,119.59,119.09,119.28,8674500,119.26,-52.54794029999999,121.93,123.44,123.81,44.5877462,2018,6,1,2
27-06-2018,118.58,119.05,118.48,118.96,6480100,118.58,-57.018304,121.69,123.26,123.77,44.8667312,2018,6,2,2
28-06-2018,118.22,118.67,118.01,118.59,7760500,118.22,-30.3593021,121.45,123.07,123.73,44.9285798,2018,6,3,2
29-06-2018,118.65,118.94,118.26,118.43,8002800,118.65,36.3728896,121.26,122.89,123.69,46.0588031,2018,6,4,2
02-07-2018,117.46,118.21,117.4,118.18,12021900,117.46,-100.2951897,121.01,122.7,123.65,49.7354295,2018,7,0,3
03-07-2018,118.65,119.08,118.38,118.41,8901000,118.65,101.31129329999999,120.8,122.56,123.61,55.2775457,2018,7,1,3
05-07-2018,119.05,119.33,118.77,118.92,4951900,119.05,33.7127283,120.61,122.42,123.59,56.235822199999994,2018,7,3,3
06-07-2018,118.86,119.03,118.73,118.97,2946900,118.86,-15.9598855,120.41,122.29,123.56,56.1768135,2018,7,4,3
09-07-2018,119.15,119.73,119.14,119.65,4074900,119.15,24.3985289,120.21,122.17,123.54,56.568126500000005,2018,7,0,3
10-07-2018,118.93,119.0,118.61,118.89,3754800,118.93,-18.464223099999998,120.0,122.04,123.52,56.010911500000006,2018,7,1,3
11-07-2018,117.64,118.53,117.62,118.45,6974500,117.64,-108.4672423,119.74,121.9,123.49,59.5318381,2018,7,2,3
12-07-2018,118.13,118.26,117.94,118.0,4585300,118.13,41.6523178,119.49,121.79,123.46,60.109435,2018,7,3,3
13-07-2018,117.61,117.75,117.45,117.62,5444300,117.61,-44.0190176,119.2,121.67,123.43,59.6934478,2018,7,4,3
16-07-2018,117.55,117.63,117.28,117.51,3670700,117.55,-5.1013994,119.01,121.54,123.41,49.586639,2018,7,0,3
17-07-2018,116.28,116.93,116.12,116.72,7939600,116.28,-108.03949289999998,118.77,121.37,123.38,53.7197763,2018,7,1,3
18-07-2018,116.31,116.35,115.83,116.03,5391800,116.31,2.5798744,118.54,121.21,123.35,53.9395762,2018,7,2,3
19-07-2018,115.81,116.47,115.12,115.13,14227600,115.81,-42.9885659,118.32,121.03,123.33,53.8975843,2018,7,3,3
20-07-2018,116.56,116.71,116.24,116.4,7892000,116.56,64.7612482,118.15,120.87,123.31,57.0409378,2018,7,4,3
23-07-2018,116.0,116.31,115.76,116.25,6247100,116.0,-48.043717400000006,117.93,120.69,123.28,56.743936500000004,2018,7,0,3
24-07-2018,116.04,116.43,115.91,116.22,4801000,116.04,3.4483548,117.74,120.51,123.26,56.751576199999995,2018,7,1,3
25-07-2018,116.68,116.84,116.27,116.79,5479600,116.68,55.1533423,117.61,120.36,123.24,58.2075176,2018,7,2,3
26-07-2018,115.77,116.51,115.77,116.24,6382700,115.77,-77.9914004,117.47,120.22,123.2,59.2639397,2018,7,3,3
27-07-2018,115.83,116.24,115.77,115.92,5242000,115.83,5.1831381,117.35,120.09,123.17,59.2115284,2018,7,4,3
30-07-2018,115.65,116.02,115.64,115.8,4157400,115.65,-15.540041600000002,117.2,119.96,123.14,58.19905130000001,2018,7,0,3
31-07-2018,115.99,116.35,115.39,115.47,5508500,115.99,29.3987318,117.12,119.83,123.1,55.0583821,2018,7,1,3
01-08-2018,115.14,115.7,115.13,115.63,7941700,115.14,-73.2820493,116.95,119.68,123.06,50.7996346,2018,8,2,3
02-08-2018,114.52,115.23,114.42,115.17,6204200,114.52,-53.847728800000006,116.72,119.52,123.02,50.16040939999999,2018,8,3,3
03-08-2018,114.92,115.53,114.86,115.09,5953200,114.92,34.9285311,116.53,119.37,122.98,51.606371900000006,2018,8,4,3
06-08-2018,114.33,114.72,114.31,114.56,5811600,114.33,-51.3397448,116.28,119.19,122.94,51.2080465,2018,8,0,3
07-08-2018,114.59,114.94,114.42,114.85,5188000,114.59,22.740707,116.07,119.01,122.9,52.1151646,2018,8,1,3
08-08-2018,114.91,114.95,114.41,114.75,3808000,114.91,27.926288,115.93,118.85,122.87,48.514120999999996,2018,8,2,3
09-08-2018,114.74,115.12,114.69,115.02,4253000,114.74,-14.794690899999999,115.76,118.68,122.84,46.8657029,2018,8,3,3
10-08-2018,114.69,115.23,114.61,114.81,6757900,114.69,-4.3572793999999995,115.62,118.51,122.8,46.3850285,2018,8,4,3
13-08-2018,112.96,113.81,112.83,113.81,9150900,112.96,-150.841688,115.39,118.32,122.76,55.683831,2018,8,0,3
14-08-2018,113.07,113.48,112.84,113.25,7085900,113.07,9.7380145,115.23,118.13,122.72,51.958176099999996,2018,8,1,3
15-08-2018,111.19,112.18,111.06,112.17,12398400,111.19,-166.26844069999999,114.97,117.9,122.68,61.9110115,2018,8,2,3
16-08-2018,111.1,111.88,111.1,111.46,7484600,111.1,-8.0946097,114.73,117.66,122.63,61.78888070000001,2018,8,3,3
17-08-2018,112.13,112.15,111.38,111.69,8471000,112.13,92.7091623,114.51,117.45,122.58,64.0930115,2018,8,4,3
20-08-2018,112.69,112.74,112.16,112.38,5313400,112.69,49.9424955,114.35,117.24,122.54,65.4984714,2018,8,0,3
21-08-2018,113.02,113.1,112.44,112.77,5042400,113.02,29.283360899999998,114.2,117.04,122.5,66.1179101,2018,8,1,3
22-08-2018,113.27,113.49,113.07,113.39,6215600,113.27,22.119979400000002,114.03,116.85,122.46,64.7245547,2018,8,2,3
23-08-2018,112.2,112.88,112.06,112.68,5500100,112.2,-94.4645296,113.85,116.63,122.42,65.6713344,2018,8,3,3
24-08-2018,114.16,114.42,113.21,113.25,9214700,114.16,174.68866020000002,113.76,116.44,122.38,78.2135303,2018,8,4,3
27-08-2018,114.59,114.78,114.12,114.12,4364000,114.59,37.665790300000005,113.71,116.31,122.35,78.8091951,2018,8,0,3
28-08-2018,113.68,114.87,113.55,114.76,6101400,113.68,-79.4132177,113.59,116.16,122.3,80.1050831,2018,8,1,3
29-08-2018,114.2,114.21,113.85,114.16,5616300,114.2,45.7421395,113.55,116.03,122.27,79.5559772,2018,8,2,3
30-08-2018,113.64,113.93,113.24,113.92,5431600,113.64,-49.036565100000004,113.5,115.89,122.23,79.40379829999999,2018,8,3,3
31-08-2018,113.51,114.06,113.44,113.72,5048700,113.51,-11.4393923,113.43,115.76,122.19,78.896289,2018,8,4,3
04-09-2018,112.93,113.07,112.61,112.75,6617500,112.93,-51.09698,113.36,115.61,122.15,78.88894429999999,2018,9,1,3
05-09-2018,113.32,113.44,113.12,113.36,4459200,113.32,34.534613400000005,113.3,115.48,122.11,79.15762910000001,2018,9,2,3
06-09-2018,113.54,114.26,113.28,113.89,4784700,113.54,19.414156499999997,113.23,115.37,122.06,78.9924438,2018,9,3,3
07-09-2018,113.23,113.6,112.97,113.26,3714000,113.23,-27.3029378,113.16,115.26,122.02,79.1176695,2018,9,4,3
10-09-2018,113.15,113.43,113.0,113.26,2316500,113.15,-7.0654269,113.08,115.16,121.98,79.116444,2018,9,0,3
11-09-2018,113.22,113.37,112.42,112.65,3791300,113.22,6.186451099999999,113.09,115.05,121.93,71.45464609999999,2018,9,1,3
12-09-2018,114.17,114.39,113.06,113.12,6315900,114.17,83.9071664,113.15,114.99,121.89,73.7968713,2018,9,2,3
13-09-2018,113.76,114.78,113.58,114.72,5635900,113.76,-35.9110133,113.28,114.89,121.84,62.8023378,2018,9,3,3
14-09-2018,113.02,113.9,112.91,113.79,5375600,113.02,-65.0497081,113.37,114.77,121.8,64.9962543,2018,9,4,3
17-09-2018,113.61,114.03,113.55,113.6,4727300,113.61,52.2035025,113.45,114.66,121.75,62.8383292,2018,9,0,3
18-09-2018,113.44,113.91,113.28,113.79,4737800,113.44,-14.9633103,113.48,114.55,121.72,62.1623939,2018,9,1,3
19-09-2018,113.88,114.15,113.68,113.94,4223200,113.88,38.7865658,113.53,114.45,121.68,62.4056943,2018,9,2,3
20-09-2018,114.27,114.37,113.86,114.21,4384200,114.27,34.2465226,113.58,114.38,121.64,62.6496977,2018,9,3,3
21-09-2018,113.49,113.68,112.79,112.87,6831400,113.49,-68.2592808,113.64,114.29,121.61,60.7133164,2018,9,4,3
24-09-2018,113.47,113.96,113.43,113.68,4435300,113.47,-1.761974,113.61,114.2,121.58,45.909245999999996,2018,9,0,3
25-09-2018,113.65,113.89,113.57,113.75,3004800,113.65,15.863250500000001,113.56,114.13,121.55,45.147064300000004,2018,9,1,3
26-09-2018,113.05,113.6,112.66,113.11,8297300,113.05,-52.7935298,113.53,114.06,121.52,43.1559117,2018,9,2,3
27-09-2018,112.05,112.42,111.85,112.1,7683400,112.05,-88.4564328,113.42,113.98,121.49,45.5931808,2018,9,3,3
28-09-2018,112.76,113.0,112.07,112.16,6020600,112.76,63.364486,113.38,113.92,121.47,47.3441344,2018,9,4,3
01-10-2018,112.57,112.62,112.15,112.4,3892600,112.57,-16.850163000000002,113.33,113.84,121.43,47.4056275,2018,10,0,4
02-10-2018,113.87,114.33,113.61,113.7,10776700,113.87,115.4839704,113.38,113.79,121.41,53.0075145,2018,10,1,4
03-10-2018,113.42,114.05,113.26,113.87,6674500,113.42,-39.5191505,113.38,113.74,121.38,53.36803209999999,2018,10,2,4
04-10-2018,113.48,114.19,113.26,113.83,6616200,113.48,5.290529800000001,113.38,113.68,121.35,53.1988185,2018,10,3,4
05-10-2018,113.8,114.1,113.57,113.81,7994400,113.8,28.198773799999998,113.41,113.64,121.32,53.1543448,2018,10,4,4
08-10-2018,112.54,112.59,111.9,112.25,12111600,112.54,-110.7207471,113.38,113.57,121.28,58.8944617,2018,10,0,4
09-10-2018,112.6,112.67,111.97,112.37,8352300,112.6,5.3312207,113.35,113.51,121.24,58.88810410000001,2018,10,1,4
10-10-2018,112.88,112.96,112.25,112.47,10571300,112.88,24.866677,113.28,113.45,121.2,55.7188966,2018,10,2,4
11-10-2018,115.78,116.04,114.09,114.2,26810900,115.78,256.9101343,113.38,113.46,121.17,80.345759,2018,10,3,4
12-10-2018,115.23,115.71,115.08,115.58,12939300,115.23,-47.5034918,113.49,113.48,121.14,79.5855914,2018,10,4,4
15-10-2018,116.0,116.53,115.89,116.12,11828400,116.0,66.8225827,113.61,113.5,121.1,80.0594707,2018,10,0,4
16-10-2018,115.8,116.6,115.8,116.49,9531800,115.8,-17.2411162,113.73,113.53,121.06,80.0995354,2018,10,1,4
17-10-2018,115.79,116.33,115.68,115.89,7078600,115.79,-0.8637423,113.83,113.55,121.02,79.85557250000001,2018,10,2,4
18-10-2018,115.92,116.41,115.63,115.83,7964100,115.92,11.2269844,113.91,113.57,120.97,79.6323589,2018,10,3,4
19-10-2018,116.01,116.24,115.96,116.23,7453900,116.01,7.7643175,114.03,113.6,120.92,77.6161968,2018,10,4,4
22-10-2018,115.71,115.78,115.43,115.57,5200500,115.71,-25.860102299999998,114.15,113.62,120.88,78.0151849,2018,10,0,4
23-10-2018,116.39,117.25,116.33,117.16,12704200,116.39,58.767635500000004,114.28,113.69,120.83,78.76922929999999,2018,10,1,4
24-10-2018,116.66,116.72,116.11,116.38,8563300,116.66,23.1982364,114.46,113.76,120.79,77.2874471,2018,10,2,4
25-10-2018,116.4,116.73,116.19,116.58,8303500,116.4,-22.287170200000002,114.68,113.86,120.75,73.9231781,2018,10,3,4
26-10-2018,116.77,117.65,116.46,116.83,15733100,116.77,31.786521699999998,114.88,113.97,120.71,73.2672342,2018,10,4,4
29-10-2018,116.31,116.54,115.84,116.41,8732500,116.31,-39.3936026,115.07,114.06,120.65,73.99716480000001,2018,10,0,4
30-10-2018,115.8,116.04,115.64,115.85,7233300,115.8,-43.847865000000006,115.16,114.12,120.6,71.3208904,2018,10,1,4
31-10-2018,115.15,115.17,114.66,114.89,11409300,115.15,-56.1313911,115.25,114.16,120.54,72.0048098,2018,10,2,4
01-11-2018,116.63,117.07,116.18,116.33,13662900,116.63,128.5276342,115.41,114.23,120.49,76.8850067,2018,11,3,4
02-11-2018,116.65,116.98,116.39,116.61,8796900,116.65,1.715191,115.55,114.32,120.45,76.8552417,2018,11,4,4
05-11-2018,116.37,116.67,116.23,116.28,6291500,116.37,-24.0033241,115.74,114.36,120.39,71.8090948,2018,11,0,4
06-11-2018,116.04,116.53,115.74,116.44,7270800,116.04,-28.3579809,115.91,114.39,120.34,72.4888705,2018,11,1,4
07-11-2018,116.03,116.35,115.9,116.26,8392100,116.03,-0.8619559000000001,116.07,114.44,120.27,72.5385296,2018,11,2,4
08-11-2018,115.78,116.15,115.5,115.77,7638800,115.78,-21.5461521,116.07,114.47,120.21,44.936481900000004,2018,11,3,4
09-11-2018,114.48,114.75,114.14,114.6,14159200,114.48,-112.28151980000001,116.03,114.49,120.14,50.53377690000001,2018,11,4,4
12-11-2018,113.66,114.05,113.58,114.01,7498600,113.66,-71.6282032,115.92,114.49,120.08,49.924208,2018,11,0,4
13-11-2018,113.7,113.93,113.42,113.72,9309000,113.7,3.5186772,115.81,114.51,120.01,49.9829508,2018,11,1,4
14-11-2018,114.64,115.06,113.46,113.53,13950200,114.64,82.6739197,115.76,114.53,119.95,54.027894200000006,2018,11,2,4
15-11-2018,114.77,114.99,114.56,114.83,8910600,114.77,11.339607,115.7,114.56,119.88,54.029664,2018,11,3,4
16-11-2018,115.62,115.88,115.37,115.83,8577000,115.62,74.0616998,115.68,114.6,119.83,56.8064314,2018,11,4,4
19-11-2018,115.67,115.92,115.37,115.45,8508300,115.67,4.3241153,115.68,114.66,119.77,56.526302900000005,2018,11,0,4
20-11-2018,115.67,115.95,115.37,115.94,9075100,115.67,0.0,115.64,114.7,119.72,54.8108785,2018,11,1,4
21-11-2018,115.86,116.35,115.86,115.94,8834200,115.86,16.4262509,115.6,114.74,119.68,54.6614944,2018,11,2,4
23-11-2018,115.77,115.88,115.59,115.76,3726600,115.77,-7.7683382,115.57,114.78,119.63,54.4921839,2018,11,4,4
26-11-2018,115.64,115.87,115.53,115.84,4018600,115.64,-11.2289243,115.51,114.83,119.59,53.9104779,2018,11,0,4
27-11-2018,114.95,115.63,114.6,115.55,9671100,114.95,-59.6681464,115.44,114.86,119.53,54.78033369999999,2018,11,1,4
28-11-2018,115.38,116.07,114.59,114.76,13788800,115.38,37.407596,115.42,114.9,119.48,54.818208199999994,2018,11,2,4
29-11-2018,115.74,116.24,115.56,115.97,6479300,115.74,31.201301700000002,115.45,114.93,119.42,53.71931049999999,2018,11,3,4
30-11-2018,115.54,115.66,115.04,115.42,8169600,115.54,-17.279847200000003,115.4,114.96,119.35,44.9156904,2018,11,4,4
03-12-2018,116.41,116.77,116.3,116.6,8469500,116.41,75.298835,115.39,115.02,119.3,48.3429942,2018,12,0,4
04-12-2018,117.12,117.39,116.93,117.37,7186100,117.12,60.9912432,115.42,115.09,119.25,49.9170788,2018,12,1,4
06-12-2018,117.14,117.69,116.92,117.38,9267600,117.14,1.7073635999999999,115.48,115.16,119.21,49.3621538,2018,12,3,4
07-12-2018,118.09,118.23,117.54,117.62,10402900,118.09,81.0992789,115.58,115.26,119.17,52.1858154,2018,12,4,4
10-12-2018,117.68,117.94,117.42,117.7,8117900,117.68,-34.718947,115.68,115.37,119.12,52.671599300000004,2018,12,0,4
